CSW Acceptance Testing Report for run starting Wed Jan 16 16:28:48 PST 2019
Class,Test Name,Result
csw.event.client.JEventSubscriberTest,should_be_able_to_subscribe_with_an_ActorRef_with_duration(Kafka),PASSED
csw.event.client.JEventSubscriberTest,should_be_able_to_subscribe_with_async_callback(Redis),PASSED
csw.event.client.JEventSubscriberTest,should_be_able_to_subscribe_with_async_callback(Kafka),PASSED
csw.event.client.JEventSubscriberTest,should_be_able_to_subscribe_with_async_callback_with_duration(Redis),PASSED
csw.event.client.JEventSubscriberTest,should_be_able_to_subscribe_with_async_callback_with_duration(Kafka),PASSED
csw.event.client.JEventSubscriberTest,should_be_able_to_subscribe_with_callback(Redis),PASSED
csw.event.client.JEventSubscriberTest,should_be_able_to_subscribe_with_callback(Kafka),PASSED
csw.event.client.JEventSubscriberTest,should_be_able_to_subscribe_with_callback_with_duration(Redis),PASSED
csw.event.client.JEventSubscriberTest,should_be_able_to_subscribe_with_callback_with_duration(Kafka),PASSED
csw.event.client.JEventSubscriptionFrequencyTest,should_be_able_to_subscribe_with_duration_with_rate_adapter_for_fast_publisher(Redis),PASSED
csw.event.client.JEventSubscriptionFrequencyTest,should_be_able_to_subscribe_with_duration_with_rate_adapter_for_fast_publisher(Kafka),PASSED
csw.event.client.JEventSubscriptionFrequencyTest,should_be_able_to_subscribe_with_duration_with_rate_adapter_mode_for_slow_publisher(Redis),PASSED
csw.event.client.JEventSubscriptionFrequencyTest,should_be_able_to_subscribe_with_duration_with_rate_adapter_mode_for_slow_publisher(Kafka),PASSED
csw.event.client.JEventSubscriptionFrequencyTest,should_be_able_to_subscribe_with_duration_with_rate_limiter_mode_for_fast_publisher(Redis),PASSED
csw.event.client.JEventSubscriptionFrequencyTest,should_be_able_to_subscribe_with_duration_with_rate_limiter_mode_for_fast_publisher(Kafka),PASSED
csw.event.client.JEventSubscriptionFrequencyTest,should_be_able_to_subscribe_with_duration_with_rate_limiter_mode_for_slow_publisher(Redis),PASSED
csw.event.client.JEventSubscriptionFrequencyTest,should_be_able_to_subscribe_with_duration_with_rate_limiter_mode_for_slow_publisher(Kafka),PASSED
csw.event.client.internal.redis.JRedisFailureTest,failureInPublishingShouldFailFutureWithPublishFailedException,PASSED
csw.event.client.internal.redis.JRedisFailureTest,handleFailedPublishEventWithACallback,PASSED
csw.event.client.internal.redis.JRedisFailureTest,handleFailedPublishEventWithAnEventGeneratorAndACallback,PASSED
csw.event.client.internal.redis.JRedisFailureTest,handleFailedPublishEventWithAnEventGeneratorGeneratingFutureOfEventAndACallback,PASSED
csw.event.client.JEventPublisherTest,should_be_able_to_maintain_ordering_while_publish(Redis),PASSED
csw.event.client.JEventPublisherTest,should_be_able_to_maintain_ordering_while_publish(Kafka),PASSED
csw.event.client.JEventPublisherTest,should_be_able_to_publish_an_event_with_block_generating_future_of_event_with_duration(Redis),PASSED
csw.event.client.JEventPublisherTest,should_be_able_to_publish_an_event_with_block_generating_future_of_event_with_duration(Kafka),PASSED
csw.event.client.JEventPublisherTest,should_be_able_to_publish_an_event_with_duration(Redis),PASSED
csw.event.client.JEventPublisherTest,should_be_able_to_publish_an_event_with_duration(Kafka),PASSED
csw.event.client.JEventPublisherTest,should_be_able_to_publish_and_subscribe_an_event(Redis),PASSED
csw.event.client.JEventPublisherTest,should_be_able_to_publish_and_subscribe_an_event(Kafka),PASSED
csw.event.client.JEventPublisherTest,should_be_able_to_publish_concurrently_to_the_different_channel(Redis),PASSED
csw.event.client.JEventPublisherTest,should_be_able_to_publish_concurrently_to_the_different_channel(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_get_InvalidEvent(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_get_InvalidEvent(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_get_an_event_without_subscribing_for_it(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_get_an_event_without_subscribing_for_it(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_get_events_for_multiple_event_keys(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_get_events_for_multiple_event_keys(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_get_invalid_event_on_event_parse_failure(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_get_invalid_event_on_event_parse_failure(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_make_independent_subscriptions(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_make_independent_subscriptions(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_retrieve_InvalidEvent(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_retrieve_InvalidEvent(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_retrieve_recently_published_event_on_subscription(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_retrieve_recently_published_event_on_subscription(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_retrieve_valid_as_well_as_invalid_event_when_events_are_published_for_some_and_not_for_other_keys(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_retrieve_valid_as_well_as_invalid_event_when_events_are_published_for_some_and_not_for_other_keys(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_an_event(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_an_event(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_an_event_with_pattern_from_different_subsystem(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_an_event_with_pattern_from_same_subsystem(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_an_ActorRef(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_an_ActorRef(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_an_ActorRef_with_duration(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_an_ActorRef_with_duration(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_async_callback(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_async_callback(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_async_callback_with_duration(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_async_callback_with_duration(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_callback(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_callback(Kafka),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_callback_with_duration(Redis),PASSED
csw.event.client.EventSubscriberTest,should_be_able_to_subscribe_with_callback_with_duration(Kafka),PASSED
csw.event.client.pb.PbParameterTest,should able to parse PbParameter with multiple values,PASSED
csw.event.client.pb.PbParameterTest,should able to parse PbParameter with sequence of values,PASSED
csw.event.client.pb.PbParameterTest,should able to create Boolean Items,PASSED
csw.event.client.pb.PbParameterTest,should able to create PbParameter with Timestamp items,PASSED
csw.event.client.pb.PbParameterTest,should able to create PbParameter with Byte items,PASSED
csw.event.client.pb.PbParameterTest,should able to create PbParameter with Choice items,PASSED
csw.event.client.pb.PbParameterTest,should able to create PbParameter with int items only when KeyType is Int,PASSED
csw.event.client.pb.PbParameterTest,should able to create PbParameter and compare with Parameter for Int and String Key,PASSED
csw.event.client.pb.PbParameterTest,should able to create PbParameter with ArrayItems,PASSED
csw.event.client.pb.PbParameterTest,should able to create PbParameter with MatrixItems,PASSED
csw.event.client.pb.PbParameterTest,should able to change the type from/to PbParameter to/from Parameter for IntKey,PASSED
csw.event.client.pb.PbParameterTest,should able to change the type from/to PbParameter to/from Parameter for IntArrayKey,PASSED
csw.event.client.pb.PbParameterTest,should able to change the type from/to PbParameter to/from Parameter for IntMatrixKey,PASSED
csw.event.client.pb.PbParameterTest,should able to change the type from/to PbParameter to/from Parameter using java api,PASSED
csw.event.client.pb.PbParameterTest,should able to change the type from/to PbParameter to/from Parameter for RaDec,PASSED
csw.event.client.internal.kafka.KafkaFailureTest,failure in publishing should fail future with PublishFailed exception,PASSED
csw.event.client.internal.kafka.KafkaFailureTest,handle failed publish event with a callback,PASSED
csw.event.client.internal.kafka.KafkaFailureTest,handle failed publish event with an eventGenerator and a callback,PASSED
csw.event.client.internal.kafka.KafkaFailureTest,handle failed publish event with an eventGenerator generating future of event and a callback,PASSED
csw.event.client.internal.redis.RedisFailureTest,should throw PublishFailed exception on publish failure,PASSED
csw.event.client.internal.redis.RedisFailureTest,should invoke onError callback on publish failure [stream API],PASSED
csw.event.client.internal.redis.RedisFailureTest,should invoke onError callback on publish failure [eventGenerator API],PASSED
csw.event.client.internal.redis.RedisFailureTest,should throw EventServerNotAvailable exception on subscription failure,PASSED
csw.event.client.internal.redis.RedisFailureTest,should invoke onError callback on publish failure [eventGenerator API] with future of event generator,PASSED
csw.event.client.internal.kafka.JKafkaFailureTest,failureInPublishingShouldFailFutureWithPublishFailedException,PASSED
csw.event.client.internal.kafka.JKafkaFailureTest,handleFailedPublishEventWithACallback,PASSED
csw.event.client.internal.kafka.JKafkaFailureTest,handleFailedPublishEventWithAnEventGeneratorAndACallback,PASSED
csw.event.client.internal.kafka.JKafkaFailureTest,handleFailedPublishEventWithAnEventGeneratorGeneratingFutureOfEventAndACallback,PASSED
csw.event.cli.args.ArgsParserTest,parse without arguments,PASSED
csw.event.cli.args.ArgsParserTest,parse inspect command without any options,PASSED
csw.event.cli.args.ArgsParserTest,parse inspect command with only mandatory options,PASSED
csw.event.cli.args.ArgsParserTest,parse get command without any options,PASSED
csw.event.cli.args.ArgsParserTest,parse get with only mandatory options,PASSED
csw.event.cli.args.ArgsParserTest,parse get with json output,PASSED
csw.event.cli.args.ArgsParserTest,parse get with all options,PASSED
csw.event.cli.args.ArgsParserTest,parse publish when input data file does not exist,PASSED
csw.event.cli.args.ArgsParserTest,parse publish with mandatory fields when input data file exist,PASSED
csw.event.cli.args.ArgsParserTest,parse publish with all fields when input data file exist,PASSED
csw.event.cli.args.ArgsParserTest,parse publish with only params provided,PASSED
csw.event.cli.args.ParameterArgParserTest,should able to parse valid single param string when key name, type, units & values provided,PASSED
csw.event.cli.args.ParameterArgParserTest,should able to parse valid string params,PASSED
csw.event.cli.args.ParameterArgParserTest,should able to parse valid string params with single quote and comma,PASSED
csw.event.cli.args.ParameterArgParserTest,should able to parse all valid space separated multi param string,PASSED
csw.event.cli.args.ParameterArgParserTest,should throw exception when values are not provided for some of the param,PASSED
csw.event.cli.args.ParameterArgParserTest,should throw exception when unsupported key type provided,PASSED
csw.event.cli.args.ParameterArgParserTest,should throw exception when invalid unit provided,PASSED
csw.event.cli.args.KeyArgTest,should able to parse valid ':' separated string when key name, type and units provided,PASSED
csw.event.cli.args.KeyArgTest,should able to parse valid ':' separated string when units are not provided,PASSED
csw.event.cli.args.KeyArgTest,should throw exception when key type is missing,PASSED
csw.event.cli.utils.EventOnelineTransformerTest,should be able to inspect entire event in oneline format,PASSED
csw.event.cli.utils.EventOnelineTransformerTest,should be able to get entire event in oneline format,PASSED
csw.event.cli.utils.EventOnelineTransformerTest,should be able to get specified paths for event in oneline format,PASSED
csw.event.cli.utils.EventOnelineTransformerTest,should be able to get paths for multiple events in oneline format,PASSED
csw.event.cli.utils.EventOnelineTransformerTest,should be able to get partial struct paths from event in oneline format,PASSED
csw.event.cli.utils.EventOnelineTransformerTest,should be able to log timestamp in oneline format,PASSED
csw.event.cli.utils.EventOnelineTransformerTest,should be able to log id per event in oneline format,PASSED
csw.event.cli.utils.EventOnelineTransformerTest,should be able to log units per event in oneline format,PASSED
csw.event.cli.utils.EventJsonTransformerTest,should be able to get entire event json when no paths are specified,PASSED
csw.event.cli.utils.EventJsonTransformerTest,should be able to get top level non struct key from json,PASSED
csw.event.cli.utils.EventJsonTransformerTest,should be able to get top level partial struct key from json,PASSED
csw.event.cli.utils.EventJsonTransformerTest,should be able to get specified paths two levels deep in event in json format,PASSED
csw.event.cli.utils.EventJsonTransformerTest,should be able to get multiple specified paths in event in json format,PASSED
csw.event.cli.utils.EventJsonTransformerTest,should be able to get specified paths for multiple events in json format,PASSED
csw.event.cli.utils.EventJsonTransformerTest,should be able to get full struct if both partial struct path and full path are given,PASSED
csw.alarm.api.models.FullAlarmSeverityTest,should match enum values,PASSED
csw.alarm.api.models.AlarmHealthTest,should match enum values,PASSED
csw.alarm.api.models.AlarmHealthTest,severities Okay, Warning should result in Good health,PASSED
csw.alarm.api.models.AlarmHealthTest,severity Major should result in Ill health,PASSED
csw.alarm.api.models.AlarmHealthTest,severities Disconnected, Indeterminate, Critical should result in Bad health,PASSED
csw.alarm.api.models.AlarmTypeTest,should match enum values,PASSED
csw.alarm.api.models.KeyTest,AlarmKey should be representing a unique alarm,PASSED
csw.alarm.api.models.KeyTest,SubsystemKey should be representing keys for all alarms of a subsystem,PASSED
csw.alarm.api.models.KeyTest,ComponentKey should be representing keys for all alarms of a component,PASSED
csw.alarm.api.models.KeyTest,GlobalKey should be representing keys for all alarms,PASSED
csw.alarm.api.models.KeyTest,AlarmKey should not allow '*' character,PASSED
csw.alarm.api.models.KeyTest,AlarmKey should not allow '[' character,PASSED
csw.alarm.api.models.KeyTest,AlarmKey should not allow ']' character,PASSED
csw.alarm.api.models.KeyTest,AlarmKey should not allow '-' character,PASSED
csw.alarm.api.models.KeyTest,AlarmKey should not allow '^' character,PASSED
csw.alarm.api.models.KeyTest,ComponentKey should not allow '*' character,PASSED
csw.alarm.api.models.KeyTest,ComponentKey should not allow '[' character,PASSED
csw.alarm.api.models.KeyTest,ComponentKey should not allow ']' character,PASSED
csw.alarm.api.models.KeyTest,ComponentKey should not allow '-' character,PASSED
csw.alarm.api.models.KeyTest,ComponentKey should not allow '^' character,PASSED
csw.alarm.api.models.KeyTest,ComponentKey should not allow empty values,PASSED
csw.alarm.api.models.KeyTest,AlarmKey should not allow empty values,PASSED
csw.alarm.api.models.AlarmMetadataTest,should get alarm key from AlarmMetadata,PASSED
csw.alarm.api.models.AlarmMetadataTest,should always support Indeterminate and Okay severities,PASSED
csw.alarm.api.models.AlarmMetadataTest,should tell if the alarm is active or not,PASSED
csw.alarm.api.models.AlarmMetadataTest,should be able to get description of the alarm,PASSED
csw.alarm.api.models.AlarmMetadataTest,should be able to get alarm type,PASSED
csw.alarm.api.models.AlarmMetadataTest,should get probable cause from AlarmMetadata,PASSED
csw.alarm.api.models.AlarmMetadataTest,should get operator response from AlarmMetadata,PASSED
csw.alarm.api.models.AlarmMetadataTest,should be able to determine if alarm can be auto-acknowledged,PASSED
csw.alarm.api.models.AlarmMetadataTest,should be able to determine if alarm can be latched,PASSED
csw.alarm.api.models.ShelveStatusTest,should match enum values,PASSED
csw.alarm.api.models.AcknowledgementStatusTest,should match enum values,PASSED
csw.alarm.api.models.AlarmSeverityTest,should match enum values,PASSED
csw.alarm.api.models.ActivationStatusTest,should match enum values,PASSED
csw.alarm.client.internal.shelve.TimeExtensionsTest,untilNext text,PASSED
org.scalatest.DeferredAbortedSuite,NONE,ABORTED
csw.alarm.cli.args.ArgsParserTest,parse without specifying operation,PASSED
csw.alarm.cli.args.ArgsParserTest,parse init command without any options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse init command with only mandatory options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse init command with all options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse severity without sub command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse set severity command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse get severity command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse subscribe severity command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse refresh severity command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse acknowledge command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse acknowledge without options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse unacknowledge command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse unacknowledge without options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse activate command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse activate without options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse deactivate command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse deactivate without options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse shelve command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse shelve without options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse unshelve command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse unshelve without options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse reset command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse reset without options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse list command without options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse list command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse list command with status with full alarm key,PASSED
csw.alarm.cli.args.ArgsParserTest,parse list command with status with subsystem key,PASSED
csw.alarm.cli.args.ArgsParserTest,parse list command with metadata with component key,PASSED
csw.alarm.cli.args.ArgsParserTest,parse list command only with subsystem and/or component options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse list command  with invalid options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse health without sub command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse get health command,PASSED
csw.alarm.cli.args.ArgsParserTest,parse health command only with subsystem and/or component options,PASSED
csw.alarm.cli.args.ArgsParserTest,parse subscribe health command,PASSED
